dateday,season,year,month,holiday,weekday,workingday,weather,windspeed,casual,registered,count
2012-05-01,Summer,1,Mei,0,Selasa,1,LIght Mist,0.156096,653,5087,5740
2012-05-02,Summer,1,Mei,0,Rabu,1,"Clear, Cloudy",0.138058,667,5502,6169
2012-05-03,Summer,1,Mei,0,Kamis,1,LIght Mist,0.133696,764,5657,6421
2012-05-04,Summer,1,Mei,0,Jumat,1,"Clear, Cloudy",0.162938,1069,5227,6296
2012-05-05,Summer,1,Mei,0,Sabtu,0,LIght Mist,0.152992,2496,4387,6883
2012-05-06,Summer,1,Mei,0,Minggu,0,LIght Mist,0.149879,2135,4224,6359
2012-05-07,Summer,1,Mei,0,Senin,1,LIght Mist,0.230721,1008,5265,6273
2012-05-08,Summer,1,Mei,0,Selasa,1,LIght Mist,0.296029,738,4990,5728
2012-05-09,Summer,1,Mei,0,Rabu,1,LIght Mist,0.216412,620,4097,4717
2012-05-10,Summer,1,Mei,0,Kamis,1,"Clear, Cloudy",0.314063,1026,5546,6572
2012-05-11,Summer,1,Mei,0,Jumat,1,"Clear, Cloudy",0.236937,1319,5711,7030
2012-05-12,Summer,1,Mei,0,Sabtu,0,"Clear, Cloudy",0.123133,2622,4807,7429
2012-05-13,Summer,1,Mei,0,Minggu,0,"Clear, Cloudy",0.225117,2172,3946,6118
2012-05-14,Summer,1,Mei,0,Senin,1,LIght Mist,0.212692,342,2501,2843
2012-05-15,Summer,1,Mei,0,Selasa,1,LIght Mist,0.147392,625,4490,5115
2012-05-16,Summer,1,Mei,0,Rabu,1,"Clear, Cloudy",0.122512,991,6433,7424
2012-05-17,Summer,1,Mei,0,Kamis,1,"Clear, Cloudy",0.229475,1242,6142,7384
2012-05-18,Summer,1,Mei,0,Jumat,1,"Clear, Cloudy",0.136817,1521,6118,7639
2012-05-19,Summer,1,Mei,0,Sabtu,0,"Clear, Cloudy",0.083975,3410,4884,8294
2012-05-20,Summer,1,Mei,0,Minggu,0,"Clear, Cloudy",0.254367,2704,4425,7129
2012-05-21,Summer,1,Mei,0,Senin,1,LIght Mist,0.233204,630,3729,4359
2012-05-22,Summer,1,Mei,0,Selasa,1,LIght Mist,0.118167,819,5254,6073
2012-05-23,Summer,1,Mei,0,Rabu,1,LIght Mist,0.102,766,4494,5260
2012-05-24,Summer,1,Mei,0,Kamis,1,"Clear, Cloudy",0.172896,1059,5711,6770
2012-05-25,Summer,1,Mei,0,Jumat,1,"Clear, Cloudy",0.14055,1417,5317,6734
2012-05-26,Summer,1,Mei,0,Sabtu,0,"Clear, Cloudy",0.198992,2855,3681,6536
2012-05-27,Summer,1,Mei,0,Minggu,0,"Clear, Cloudy",0.215171,3283,3308,6591
2012-05-28,Summer,1,Mei,1,Senin,0,"Clear, Cloudy",0.196521,2557,3486,6043
2012-05-29,Summer,1,Mei,0,Selasa,1,"Clear, Cloudy",0.2954,880,4863,5743
2012-05-30,Summer,1,Mei,0,Rabu,1,LIght Mist,0.134329,745,6110,6855
2012-05-31,Summer,1,Mei,0,Kamis,1,"Clear, Cloudy",0.195279,1100,6238,7338
2012-06-01,Summer,1,Juni,0,Jumat,1,LIght Mist,0.237563,533,3594,4127
2012-06-02,Summer,1,Juni,0,Sabtu,0,"Clear, Cloudy",0.186562,2795,5325,8120
2012-06-03,Summer,1,Juni,0,Minggu,0,"Clear, Cloudy",0.184087,2494,5147,7641
2012-06-04,Summer,1,Juni,0,Senin,1,"Clear, Cloudy",0.284833,1071,5927,6998
2012-06-05,Summer,1,Juni,0,Selasa,1,LIght Mist,0.209575,968,6033,7001
2012-06-06,Summer,1,Juni,0,Rabu,1,"Clear, Cloudy",0.077125,1027,6028,7055
2012-06-07,Summer,1,Juni,0,Kamis,1,"Clear, Cloudy",0.15735,1038,6456,7494
2012-06-08,Summer,1,Juni,0,Jumat,1,"Clear, Cloudy",0.175383,1488,6248,7736
2012-06-09,Summer,1,Juni,0,Sabtu,0,"Clear, Cloudy",0.144287,2708,4790,7498
2012-06-10,Summer,1,Juni,0,Minggu,0,"Clear, Cloudy",0.133721,2224,4374,6598
2012-06-11,Summer,1,Juni,0,Senin,1,LIght Mist,0.207713,1017,5647,6664
2012-06-12,Summer,1,Juni,0,Selasa,1,LIght Mist,0.214546,477,4495,4972
2012-06-13,Summer,1,Juni,0,Rabu,1,"Clear, Cloudy",0.343279,1173,6248,7421
2012-06-14,Summer,1,Juni,0,Kamis,1,"Clear, Cloudy",0.253733,1180,6183,7363
2012-06-15,Summer,1,Juni,0,Jumat,1,"Clear, Cloudy",0.176617,1563,6102,7665
2012-06-16,Summer,1,Juni,0,Sabtu,0,"Clear, Cloudy",0.166667,2963,4739,7702
2012-06-17,Summer,1,Juni,0,Minggu,0,"Clear, Cloudy",0.144904,2634,4344,6978
2012-06-18,Summer,1,Juni,0,Senin,1,LIght Mist,0.174746,653,4446,5099
2012-06-19,Summer,1,Juni,0,Selasa,1,"Clear, Cloudy",0.148017,968,5857,6825
2012-06-20,Summer,1,Juni,0,Rabu,1,"Clear, Cloudy",0.113812,872,5339,6211
2012-06-21,Fall,1,Juni,0,Kamis,1,"Clear, Cloudy",0.118787,778,5127,5905
2012-06-22,Fall,1,Juni,0,Jumat,1,"Clear, Cloudy",0.182842,964,4859,5823
2012-06-23,Fall,1,Juni,0,Sabtu,0,"Clear, Cloudy",0.179721,2657,4801,7458
2012-06-24,Fall,1,Juni,0,Minggu,0,"Clear, Cloudy",0.145525,2551,4340,6891
2012-06-25,Fall,1,Juni,0,Senin,1,"Clear, Cloudy",0.300383,1139,5640,6779
2012-06-26,Fall,1,Juni,0,Selasa,1,"Clear, Cloudy",0.347642,1077,6365,7442
2012-06-27,Fall,1,Juni,0,Rabu,1,"Clear, Cloudy",0.271775,1077,6258,7335
2012-06-28,Fall,1,Juni,0,Kamis,1,"Clear, Cloudy",0.17165,921,5958,6879
2012-06-29,Fall,1,Juni,0,Jumat,1,"Clear, Cloudy",0.165417,829,4634,5463
2012-06-30,Fall,1,Juni,0,Sabtu,0,"Clear, Cloudy",0.161071,1455,4232,5687
2012-07-01,Fall,1,Juli,0,Minggu,0,"Clear, Cloudy",0.168529,1421,4110,5531
2012-07-02,Fall,1,Juli,0,Senin,1,"Clear, Cloudy",0.195267,904,5323,6227
2012-07-03,Fall,1,Juli,0,Selasa,1,"Clear, Cloudy",0.126237,1052,5608,6660
2012-07-04,Fall,1,Juli,1,Rabu,0,"Clear, Cloudy",0.13495,2562,4841,7403
2012-07-05,Fall,1,Juli,0,Kamis,1,"Clear, Cloudy",0.194029,1405,4836,6241
2012-07-06,Fall,1,Juli,0,Jumat,1,"Clear, Cloudy",0.146142,1366,4841,6207
2012-07-07,Fall,1,Juli,0,Sabtu,0,"Clear, Cloudy",0.163554,1448,3392,4840
2012-07-08,Fall,1,Juli,0,Minggu,0,"Clear, Cloudy",0.125629,1203,3469,4672
2012-07-09,Fall,1,Juli,0,Senin,1,LIght Mist,0.180975,998,5571,6569
2012-07-10,Fall,1,Juli,0,Selasa,1,LIght Mist,0.151737,954,5336,6290
2012-07-11,Fall,1,Juli,0,Rabu,1,"Clear, Cloudy",0.151733,975,6289,7264
2012-07-12,Fall,1,Juli,0,Kamis,1,"Clear, Cloudy",0.146775,1032,6414,7446
2012-07-13,Fall,1,Juli,0,Jumat,1,LIght Mist,0.08085,1511,5988,7499
2012-07-14,Fall,1,Juli,0,Sabtu,0,LIght Mist,0.143679,2355,4614,6969
2012-07-15,Fall,1,Juli,0,Minggu,0,"Clear, Cloudy",0.166667,1920,4111,6031
2012-07-16,Fall,1,Juli,0,Senin,1,"Clear, Cloudy",0.164187,1088,5742,6830
2012-07-17,Fall,1,Juli,0,Selasa,1,"Clear, Cloudy",0.114429,921,5865,6786
2012-07-18,Fall,1,Juli,0,Rabu,1,"Clear, Cloudy",0.137442,799,4914,5713
2012-07-19,Fall,1,Juli,0,Kamis,1,"Clear, Cloudy",0.165429,888,5703,6591
2012-07-20,Fall,1,Juli,0,Jumat,1,LIght Mist,0.208967,747,5123,5870
2012-07-21,Fall,1,Juli,0,Sabtu,0,"Light Snow, Thunderstorm",0.2133,1264,3195,4459
2012-07-22,Fall,1,Juli,0,Minggu,0,LIght Mist,0.0939208,2544,4866,7410
2012-07-23,Fall,1,Juli,0,Senin,1,"Clear, Cloudy",0.138683,1135,5831,6966
2012-07-24,Fall,1,Juli,0,Selasa,1,"Clear, Cloudy",0.211454,1140,6452,7592
2012-07-25,Fall,1,Juli,0,Rabu,1,"Clear, Cloudy",0.1648,1383,6790,8173
2012-07-26,Fall,1,Juli,0,Kamis,1,"Clear, Cloudy",0.284813,1036,5825,6861
2012-07-27,Fall,1,Juli,0,Jumat,1,"Clear, Cloudy",0.152992,1259,5645,6904
2012-07-28,Fall,1,Juli,0,Sabtu,0,"Clear, Cloudy",0.15735,2234,4451,6685
2012-07-29,Fall,1,Juli,0,Minggu,0,"Clear, Cloudy",0.170396,2153,4444,6597
2012-07-30,Fall,1,Juli,0,Senin,1,"Clear, Cloudy",0.153617,1040,6065,7105
2012-07-31,Fall,1,Juli,0,Selasa,1,"Clear, Cloudy",0.165425,968,6248,7216
2012-08-01,Fall,1,Agustus,0,Rabu,1,"Clear, Cloudy",0.141179,1074,6506,7580
2012-08-02,Fall,1,Agustus,0,Kamis,1,"Clear, Cloudy",0.129354,983,6278,7261
2012-08-03,Fall,1,Agustus,0,Jumat,1,LIght Mist,0.215792,1328,5847,7175
2012-08-04,Fall,1,Agustus,0,Sabtu,0,"Clear, Cloudy",0.257458,2345,4479,6824
2012-08-05,Fall,1,Agustus,0,Minggu,0,"Clear, Cloudy",0.290421,1707,3757,5464
2012-08-06,Fall,1,Agustus,0,Senin,1,LIght Mist,0.129354,1233,5780,7013
2012-08-07,Fall,1,Agustus,0,Selasa,1,LIght Mist,0.116908,1278,5995,7273
2012-08-08,Fall,1,Agustus,0,Rabu,1,LIght Mist,0.1107,1263,6271,7534
2012-08-09,Fall,1,Agustus,0,Kamis,1,"Clear, Cloudy",0.1561,1196,6090,7286
2012-08-10,Fall,1,Agustus,0,Jumat,1,LIght Mist,0.238813,1065,4721,5786
2012-08-11,Fall,1,Agustus,0,Sabtu,0,LIght Mist,0.206479,2247,4052,6299
2012-08-12,Fall,1,Agustus,0,Minggu,0,"Clear, Cloudy",0.122512,2182,4362,6544
2012-08-13,Fall,1,Agustus,0,Senin,1,"Clear, Cloudy",0.136212,1207,5676,6883
2012-08-14,Fall,1,Agustus,0,Selasa,1,"Clear, Cloudy",0.169158,1128,5656,6784
2012-08-15,Fall,1,Agustus,0,Rabu,1,"Clear, Cloudy",0.169771,1198,6149,7347
2012-08-16,Fall,1,Agustus,0,Kamis,1,"Clear, Cloudy",0.141796,1338,6267,7605
2012-08-17,Fall,1,Agustus,0,Jumat,1,"Clear, Cloudy",0.231354,1483,5665,7148
2012-08-18,Fall,1,Agustus,0,Sabtu,0,"Clear, Cloudy",0.177867,2827,5038,7865
2012-08-19,Fall,1,Agustus,0,Minggu,0,LIght Mist,0.08645,1208,3341,4549
2012-08-20,Fall,1,Agustus,0,Senin,1,LIght Mist,0.129979,1026,5504,6530
2012-08-21,Fall,1,Agustus,0,Selasa,1,"Clear, Cloudy",0.0727708,1081,5925,7006
2012-08-22,Fall,1,Agustus,0,Rabu,1,"Clear, Cloudy",0.0702833,1094,6281,7375
2012-08-23,Fall,1,Agustus,0,Kamis,1,"Clear, Cloudy",0.0845958,1363,6402,7765
2012-08-24,Fall,1,Agustus,0,Jumat,1,LIght Mist,0.0721458,1325,6257,7582
2012-08-25,Fall,1,Agustus,0,Sabtu,0,LIght Mist,0.244408,1829,4224,6053
2012-08-26,Fall,1,Agustus,0,Minggu,0,LIght Mist,0.228858,1483,3772,5255
2012-08-27,Fall,1,Agustus,0,Senin,1,"Clear, Cloudy",0.128733,989,5928,6917
2012-08-28,Fall,1,Agustus,0,Selasa,1,"Clear, Cloudy",0.190925,935,6105,7040
2012-08-29,Fall,1,Agustus,0,Rabu,1,"Clear, Cloudy",0.112562,1177,6520,7697
2012-08-30,Fall,1,Agustus,0,Kamis,1,"Clear, Cloudy",0.0771167,1172,6541,7713
2012-08-31,Fall,1,Agustus,0,Jumat,1,"Clear, Cloudy",0.168533,1433,5917,7350
2012-09-01,Fall,1,September,0,Sabtu,0,LIght Mist,0.113187,2352,3788,6140
2012-09-02,Fall,1,September,0,Minggu,0,LIght Mist,0.0640708,2613,3197,5810
2012-09-03,Fall,1,September,1,Senin,0,"Clear, Cloudy",0.151121,1965,4069,6034
2012-09-04,Fall,1,September,0,Selasa,1,"Clear, Cloudy",0.236321,867,5997,6864
2012-09-05,Fall,1,September,0,Rabu,1,"Clear, Cloudy",0.187808,832,6280,7112
2012-09-06,Fall,1,September,0,Kamis,1,LIght Mist,0.142421,611,5592,6203
2012-09-07,Fall,1,September,0,Jumat,1,"Clear, Cloudy",0.171646,1045,6459,7504
2012-09-08,Fall,1,September,0,Sabtu,0,LIght Mist,0.281104,1557,4419,5976
2012-09-09,Fall,1,September,0,Minggu,0,"Clear, Cloudy",0.224496,2570,5657,8227
2012-09-10,Fall,1,September,0,Senin,1,"Clear, Cloudy",0.258713,1118,6407,7525
2012-09-11,Fall,1,September,0,Selasa,1,"Clear, Cloudy",0.0920542,1070,6697,7767
2012-09-12,Fall,1,September,0,Rabu,1,"Clear, Cloudy",0.131846,1050,6820,7870
2012-09-13,Fall,1,September,0,Kamis,1,"Clear, Cloudy",0.0827208,1054,6750,7804
2012-09-14,Fall,1,September,0,Jumat,1,"Clear, Cloudy",0.103863,1379,6630,8009
2012-09-15,Fall,1,September,0,Sabtu,0,"Clear, Cloudy",0.247521,3160,5554,8714
2012-09-16,Fall,1,September,0,Minggu,0,"Clear, Cloudy",0.0901833,2166,5167,7333
2012-09-17,Fall,1,September,0,Senin,1,LIght Mist,0.151742,1022,5847,6869
2012-09-18,Fall,1,September,0,Selasa,1,LIght Mist,0.357587,371,3702,4073
2012-09-19,Fall,1,September,0,Rabu,1,"Clear, Cloudy",0.215175,788,6803,7591
2012-09-20,Fall,1,September,0,Kamis,1,"Clear, Cloudy",0.118167,939,6781,7720
2012-09-21,Fall,1,September,0,Jumat,1,"Clear, Cloudy",0.154229,1250,6917,8167
2012-09-22,Fall,1,September,0,Sabtu,0,"Clear, Cloudy",0.283583,2512,5883,8395
2012-09-23,Winter,1,September,0,Minggu,0,"Clear, Cloudy",0.223258,2454,5453,7907
2012-09-24,Winter,1,September,0,Senin,1,"Clear, Cloudy",0.142404,1001,6435,7436
2012-09-25,Winter,1,September,0,Selasa,1,"Clear, Cloudy",0.236321,845,6693,7538
2012-09-26,Winter,1,September,0,Rabu,1,"Clear, Cloudy",0.2444,787,6946,7733
2012-09-27,Winter,1,September,0,Kamis,1,LIght Mist,0.134342,751,6642,7393
2012-09-28,Winter,1,September,0,Jumat,1,LIght Mist,0.164179,1045,6370,7415
2012-09-29,Winter,1,September,0,Sabtu,0,"Clear, Cloudy",0.227604,2589,5966,8555
2012-09-30,Winter,1,September,0,Minggu,0,"Clear, Cloudy",0.134958,2015,4874,6889
2012-10-01,Winter,1,Oktober,0,Senin,1,LIght Mist,0.0908042,763,6015,6778
2012-10-02,Winter,1,Oktober,0,Selasa,1,"Light Snow, Thunderstorm",0.104475,315,4324,4639
2012-10-03,Winter,1,Oktober,0,Rabu,1,LIght Mist,0.0665458,728,6844,7572
2012-10-04,Winter,1,Oktober,0,Kamis,1,LIght Mist,0.117546,891,6437,7328
2012-10-05,Winter,1,Oktober,0,Jumat,1,"Clear, Cloudy",0.10635,1516,6640,8156
2012-10-06,Winter,1,Oktober,0,Sabtu,0,"Clear, Cloudy",0.268025,3031,4934,7965
2012-10-07,Winter,1,Oktober,0,Minggu,0,LIght Mist,0.141162,781,2729,3510
2012-10-08,Winter,1,Oktober,1,Senin,0,LIght Mist,0.189679,874,4604,5478
2012-10-09,Winter,1,Oktober,0,Selasa,1,LIght Mist,0.1903,601,5791,6392
2012-10-10,Winter,1,Oktober,0,Rabu,1,"Clear, Cloudy",0.187821,780,6911,7691
2012-10-11,Winter,1,Oktober,0,Kamis,1,"Clear, Cloudy",0.181596,834,6736,7570
2012-10-12,Winter,1,Oktober,0,Jumat,1,"Clear, Cloudy",0.235092,1060,6222,7282
2012-10-13,Winter,1,Oktober,0,Sabtu,0,"Clear, Cloudy",0.146142,2252,4857,7109
2012-10-14,Winter,1,Oktober,0,Minggu,0,"Clear, Cloudy",0.278612,2080,4559,6639
2012-10-15,Winter,1,Oktober,0,Senin,1,LIght Mist,0.296037,760,5115,5875
2012-10-16,Winter,1,Oktober,0,Selasa,1,"Clear, Cloudy",0.182221,922,6612,7534
2012-10-17,Winter,1,Oktober,0,Rabu,1,"Clear, Cloudy",0.101371,979,6482,7461
2012-10-18,Winter,1,Oktober,0,Kamis,1,LIght Mist,0.236937,1008,6501,7509
2012-10-19,Winter,1,Oktober,0,Jumat,1,LIght Mist,0.134954,753,4671,5424
2012-10-20,Winter,1,Oktober,0,Sabtu,0,"Clear, Cloudy",0.117537,2806,5284,8090
2012-10-21,Winter,1,Oktober,0,Minggu,0,"Clear, Cloudy",0.166054,2132,4692,6824
2012-10-22,Winter,1,Oktober,0,Senin,1,"Clear, Cloudy",0.0814833,830,6228,7058
2012-10-23,Winter,1,Oktober,0,Selasa,1,"Clear, Cloudy",0.0945458,841,6625,7466
2012-10-24,Winter,1,Oktober,0,Rabu,1,"Clear, Cloudy",0.0727792,795,6898,7693
2012-10-25,Winter,1,Oktober,0,Kamis,1,LIght Mist,0.124375,875,6484,7359
2012-10-26,Winter,1,Oktober,0,Jumat,1,LIght Mist,0.132467,1182,6262,7444
2012-10-27,Winter,1,Oktober,0,Sabtu,0,LIght Mist,0.235692,2643,5209,7852
2012-10-28,Winter,1,Oktober,0,Minggu,0,LIght Mist,0.398008,998,3461,4459
2012-10-29,Winter,1,Oktober,0,Senin,1,"Light Snow, Thunderstorm",0.3582,2,20,22
2012-10-30,Winter,1,Oktober,0,Selasa,1,LIght Mist,0.213009,87,1009,1096
2012-10-31,Winter,1,Oktober,0,Rabu,1,LIght Mist,0.166667,419,5147,5566
2012-11-01,Winter,1,November,0,Kamis,1,LIght Mist,0.157346,466,5520,5986
2012-11-02,Winter,1,November,0,Jumat,1,"Clear, Cloudy",0.266175,618,5229,5847
2012-11-03,Winter,1,November,0,Sabtu,0,LIght Mist,0.270529,1029,4109,5138
2012-11-04,Winter,1,November,0,Minggu,0,"Clear, Cloudy",0.179108,1201,3906,5107
2012-11-05,Winter,1,November,0,Senin,1,"Clear, Cloudy",0.236325,378,4881,5259
2012-11-06,Winter,1,November,0,Selasa,1,"Clear, Cloudy",0.173513,466,5220,5686
2012-11-07,Winter,1,November,0,Rabu,1,LIght Mist,0.304108,326,4709,5035
2012-11-08,Winter,1,November,0,Kamis,1,"Clear, Cloudy",0.347835,340,4975,5315
2012-11-09,Winter,1,November,0,Jumat,1,"Clear, Cloudy",0.214558,709,5283,5992
2012-11-10,Winter,1,November,0,Sabtu,0,"Clear, Cloudy",0.0578458,2090,4446,6536
2012-11-11,Winter,1,November,0,Minggu,0,"Clear, Cloudy",0.1275,2290,4562,6852
2012-11-12,Winter,1,November,1,Senin,0,"Clear, Cloudy",0.173517,1097,5172,6269
2012-11-13,Winter,1,November,0,Selasa,1,LIght Mist,0.342046,327,3767,4094
2012-11-14,Winter,1,November,0,Rabu,1,"Clear, Cloudy",0.199625,373,5122,5495
2012-11-15,Winter,1,November,0,Kamis,1,LIght Mist,0.152987,320,5125,5445
2012-11-16,Winter,1,November,0,Jumat,1,"Clear, Cloudy",0.171025,484,5214,5698
2012-11-17,Winter,1,November,0,Sabtu,0,"Clear, Cloudy",0.179729,1313,4316,5629
2012-11-18,Winter,1,November,0,Minggu,0,"Clear, Cloudy",0.227612,922,3747,4669
2012-11-19,Winter,1,November,0,Senin,1,LIght Mist,0.235067,449,5050,5499
2012-11-20,Winter,1,November,0,Selasa,1,LIght Mist,0.082725,534,5100,5634
2012-11-21,Winter,1,November,0,Rabu,1,"Clear, Cloudy",0.103246,615,4531,5146
2012-11-22,Winter,1,November,1,Kamis,0,"Clear, Cloudy",0.0528708,955,1470,2425
2012-11-23,Winter,1,November,0,Jumat,1,"Clear, Cloudy",0.148021,1603,2307,3910
2012-11-24,Winter,1,November,0,Sabtu,0,"Clear, Cloudy",0.376871,532,1745,2277
2012-11-25,Winter,1,November,0,Minggu,0,"Clear, Cloudy",0.1505,309,2115,2424
2012-11-26,Winter,1,November,0,Senin,1,"Clear, Cloudy",0.04665,337,4750,5087
2012-11-27,Winter,1,November,0,Selasa,1,LIght Mist,0.237562,123,3836,3959
2012-11-28,Winter,1,November,0,Rabu,1,"Clear, Cloudy",0.210821,198,5062,5260
2012-11-29,Winter,1,November,0,Kamis,1,"Clear, Cloudy",0.115522,243,5080,5323
2012-11-30,Winter,1,November,0,Jumat,1,"Clear, Cloudy",0.0584708,362,5306,5668
2012-12-01,Winter,1,Desember,0,Sabtu,0,LIght Mist,0.0597042,951,4240,5191
2012-12-02,Winter,1,Desember,0,Minggu,0,LIght Mist,0.124379,892,3757,4649
2012-12-03,Winter,1,Desember,0,Senin,1,"Clear, Cloudy",0.0827208,555,5679,6234
2012-12-04,Winter,1,Desember,0,Selasa,1,"Clear, Cloudy",0.174129,551,6055,6606
2012-12-05,Winter,1,Desember,0,Rabu,1,"Clear, Cloudy",0.324021,331,5398,5729
2012-12-06,Winter,1,Desember,0,Kamis,1,"Clear, Cloudy",0.174754,340,5035,5375
2012-12-07,Winter,1,Desember,0,Jumat,1,LIght Mist,0.1306,349,4659,5008
2012-12-08,Winter,1,Desember,0,Sabtu,0,LIght Mist,0.101379,1153,4429,5582
2012-12-09,Winter,1,Desember,0,Minggu,0,LIght Mist,0.157975,441,2787,3228
2012-12-10,Winter,1,Desember,0,Senin,1,LIght Mist,0.190308,329,4841,5170
2012-12-11,Winter,1,Desember,0,Selasa,1,LIght Mist,0.296037,282,5219,5501
2012-12-12,Winter,1,Desember,0,Rabu,1,LIght Mist,0.162937,310,5009,5319
2012-12-13,Winter,1,Desember,0,Kamis,1,"Clear, Cloudy",0.174129,425,5107,5532
2012-12-14,Winter,1,Desember,0,Jumat,1,"Clear, Cloudy",0.131229,429,5182,5611
2012-12-15,Winter,1,Desember,0,Sabtu,0,"Clear, Cloudy",0.10635,767,4280,5047
2012-12-16,Winter,1,Desember,0,Minggu,0,LIght Mist,0.100742,538,3248,3786
2012-12-17,Winter,1,Desember,0,Senin,1,LIght Mist,0.0982583,212,4373,4585
2012-12-18,Winter,1,Desember,0,Selasa,1,"Clear, Cloudy",0.221404,433,5124,5557
2012-12-19,Winter,1,Desember,0,Rabu,1,"Clear, Cloudy",0.184092,333,4934,5267
2012-12-20,Winter,1,Desember,0,Kamis,1,LIght Mist,0.132463,314,3814,4128
2012-12-21,Spring,1,Desember,0,Jumat,1,LIght Mist,0.374383,221,3402,3623
2012-12-22,Spring,1,Desember,0,Sabtu,0,"Clear, Cloudy",0.407346,205,1544,1749
2012-12-23,Spring,1,Desember,0,Minggu,0,"Clear, Cloudy",0.133083,408,1379,1787
2012-12-24,Spring,1,Desember,0,Senin,1,LIght Mist,0.0772304,174,746,920
2012-12-25,Spring,1,Desember,1,Selasa,0,LIght Mist,0.168726,440,573,1013
2012-12-26,Spring,1,Desember,0,Rabu,1,"Light Snow, Thunderstorm",0.316546,9,432,441
2012-12-27,Spring,1,Desember,0,Kamis,1,LIght Mist,0.350133,247,1867,2114
2012-12-28,Spring,1,Desember,0,Jumat,1,LIght Mist,0.155471,644,2451,3095
2012-12-29,Spring,1,Desember,0,Sabtu,0,LIght Mist,0.124383,159,1182,1341
2012-12-30,Spring,1,Desember,0,Minggu,0,"Clear, Cloudy",0.350754,364,1432,1796
2012-12-31,Spring,1,Desember,0,Senin,1,LIght Mist,0.154846,439,2290,2729
